count, x_min, x_ratio, y_min, y_max, x_diff_std, x_diff_max, x_diff_min, x_diff_skew, y_diff_mean,y_diff_std, x_back_num, DisPoint, Disx_forlat, t_diff_mean, t_diff_min, t_diff_std, duration_mean, timehalf,xy_diff_max, vxy_std, vxy_mean, vxyfirst, vxylast, vxy_diff_median, vxy_diff_mean, vxy_diff_max,vxy_diff_std, angle_std, angle_kurt, angle_diff_mean, angle_diff_std, Dis_pt2dst_diff_max,Dis_pt2dst_diff_std, angle_upTriangle_num, angle_downTriangle_num
207.0,437.0,6.797101449275362,2282.0,2399.0,4.946830749511719,28.0,0.0,0.6945225606498264,13.0,13.0,0.0,7.445787761522376,0.8611111111099721,36.917476654052734,12.0,160.7494659423828,36.73913043478261,5.094256401062012,28.0,1.138159990310669,-1.4913270473480225,-4.204692840576172,-0.5108256340026855,0.0,0.018018880859017372,6.617616653442383,1.6472139358520508,1.085637092590332,17.227896473243167,-0.01344617921859026,1.5968950986862183,12.852616181007534,4.200072128228392,0.0,0.0
77.0,255.0,6.090909090909091,2542.0,2698.0,4.393141269683838,14.0,-7.0,-1.8225502222732053,13.0,6.928203105926514,6.0,8.559653926205325,1.5769230769144127,42.907894134521484,3.0,182.5146942138672,42.35064935064935,1.9518496990203857,19.10497283935547,1.1974090337753296,-0.1550058126449585,-0.864997386932373,-1.0034191608428955,0.0,-0.0018456490943208337,3.4950969219207764,1.2567031383514404,1.1603792905807495,13.660053106721481,-3.4553417904703565e-09,1.8052855730056763,13.458844769536427,5.020456796416723,0.0,0.0
95.0,248.0,14.294736842105262,2568.0,2724.0,14.141096115112305,63.0,-7.0,1.453632595656908,14.857142448425293,13.647157669067383,4.0,15.886482118305407,3.511627906965078,104.07447052001953,0.0,227.89796447753906,102.97894736842105,3.922518730163574,68.15423583984375,1.1015857458114624,-1.5655378103256226,-2.0794413089752197,-2.31676983833313,-0.03045940399169922,-0.002551924902945757,5.837730407714844,1.0926967859268188,0.8841042518615723,58.02855484167361,-0.056172601878643036,1.0574191808700562,9.161662138879592,5.4513099450372025,0.0,0.0
58.0,269.0,9.775862068965518,2620.0,2698.0,4.896905422210693,28.0,0.0,1.3584967531406589,13.0,0.0,0.0,10.62352180480957,1.4545454545391578,73.2631607055664,24.0,68.56026458740234,72.0,4.510375022888184,28.0,0.6735694408416748,-1.7173147201538086,-1.252763032913208,-3.8738017082214355,0.038805365562438965,-0.04680426046252251,1.9530277252197266,0.7974566221237183,1.064592957496643,28.735714868163615,-8.514949634275126e-09,1.5455764532089233,13.454551326201454,4.299109924565298,0.0,0.0
27.0,171.0,63.25925925925926,2568.0,2607.0,60.218685150146484,203.0,7.0,0.8186103141399081,19.5,6.5,0.0,63.71021638093171,2.3424657534200737,64.73076629638672,18.0,71.14479064941406,62.333333333333336,3.585958480834961,203.0,1.3303381204605103,-0.1993800848722458,0.4500546455383301,-1.1394343376159668,0.26502275466918945,-0.06357956677675247,2.4614017009735107,1.576956868171692,1.1475870609283447,221.68727494336937,0.07967745512723923,1.0079514980316162,5.182058596145907,21.33039575077696,0.0,0.0
58.0,248.0,7.844827586206897,2451.0,2737.0,87.6993408203125,637.0,-70.0,6.443840831407925,19.157894134521484,17.009204864501953,39.0,30.117318367135937,-2.911764705894587,115.10526275634766,0.0,199.95339965820312,113.12068965517241,4.084551811218262,640.3077392578125,2.5097692012786865,-0.2912469804286957,-1.7491998672485352,-2.8770084381103516,0.02165853977203369,-0.020139405503869057,6.1506028175354,3.4931228160858154,0.8002428412437439,156.7353554507125,0.0,0.6286087036132812,78.28194034806324,16.758125077139482,0.0,0.0
90.0,241.0,6.377777777777778,2490.0,2698.0,44.707794189453125,168.0,-238.0,-0.9057784159729313,17.549999237060547,20.086997985839844,58.0,27.424899260203045,-2.4137931034542213,96.26966094970703,21.0,133.54885864257812,95.2,4.496069431304932,243.6144561767578,1.2602440118789673,-1.3499042987823486,-2.2460567951202393,-3.1190552711486816,-0.02521538734436035,-0.009920423850417137,3.7243571281433105,0.9902945160865784,1.0264129638671875,128.01113774775706,0.009142954833805561,1.3729428052902222,35.09589605514657,11.179261360138494,0.0,0.0
81.0,276.0,9.679012345679013,2568.0,2581.0,7.555461406707764,28.0,-7.0,-0.24812216756605926,13.0,0.0,7.0,11.049382716049383,2.612903225794411,78.30000305175781,9.0,172.57733154296875,77.33333333333333,3.6651358604431152,28.0,1.1874831914901733,-1.1755717992782593,0.0,-1.6817586421966553,-0.03278970718383789,-0.021288111805915833,3.6668648719787598,1.421764612197876,0.7176339626312256,81.78528152488694,0.014247900806367397,0.4689773917198181,12.948244806957518,2.044325749596407,0.0,0.0
143.0,178.0,3.0839160839160837,2529.0,2880.0,27.52174949645996,70.0,-70.0,0.28748015950185163,14.44444465637207,13.159515380859375,64.0,21.571829962563683,-1.7777777777809132,119.95774841308594,6.0,296.4422912597656,119.11888111888112,3.9129605293273926,71.19690704345703,1.9132579565048218,-0.9980911612510681,2.1229310035705566,-6.542471885681152,-0.1056516170501709,-0.061456721276044846,6.179720878601074,1.7089807987213135,1.2661163806915283,26.814942957593985,0.031168412417173386,1.5123786926269531,38.72218744748375,12.330847775152119,0.0,0.0
50.0,220.0,30.66,1801.0,2568.0,43.03723907470703,175.0,-7.0,1.6767003415252533,33.91304397583008,29.162151336669922,4.0,44.57998296737671,0.13471502590663603,119.2040786743164,0.0,273.61444091796875,116.82,3.895561456680298,175.0,1.4031602144241333,-0.6584007143974304,2.6390573978424072,-2.2791714668273926,0.09405994415283203,-0.10246308892965317,3.1570005416870117,1.5054160356521606,0.9346275329589844,299.35331555267186,-0.018237726762890816,0.6275700926780701,10.582494501633846,33.888538752160606,0.0,0.0
